=== DELTARUNE GC crash log ===
Runner: Executing global init script: gml_GlobalScript_1
Runner: Executing global init script: gml_GlobalScript_2
Runner load: global init scripts          phase=    0.00 ms total=    0.00 ms
Runner: Initializing room: ROOM_INITIALIZE (index 0)
Runner load: room payload load            phase=    0.00 ms total=    0.00 ms
Runner load: instance create pass1        phase=    0.00 ms total=    0.00 ms
Runner load: layer/depth setup            phase=    0.00 ms total=    0.00 ms
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: @@NewGMLObject@@ method has invalid codeIndex -1
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
VM: [gml_Script_anon_gml_Object_obj_event_manager_Create_0_4720_gml_Object_obj_event_manager_Create_0] READ var 'index' on object index 0 (obj_switchAsyncHelper) but no instance found (varType=STACKTOP, isArray=false, originalInstanceType=0, hasInstanceType=true, varID=7542)
